Municipality code,Municipality,Age,Total
075057,Otranto,32,57
075057,Otranto,33,55
075057,Otranto,34,52
075057,Otranto,35,48
075057,Otranto,36,65
075057,Otranto,37,77
075057,Otranto,38,59
075057,Otranto,39,68
075057,Otranto,40,60
075057,Otranto,41,63
075057,Otranto,42,77
075057,Otranto,43,81
075057,Otranto,44,72
075057,Otranto,45,84
075057,Otranto,46,85
075057,Otranto,47,83
075057,Otranto,48,103
075057,Otranto,49,105
075057,Otranto,50,95
075057,Otranto,51,95
075057,Otranto,52,103
075057,Otranto,53,100
075057,Otranto,54,100
075057,Otranto,55,99
075057,Otranto,56,95
075057,Otranto,57,99
075057,Otranto,58,87
075057,Otranto,59,97
075057,Otranto,60,87
075057,Otranto,61,75
075057,Otranto,62,76
075057,Otranto,63,80
075057,Otranto,64,75
075057,Otranto,65,86
073020,Palagianello,18,95
073020,Palagianello,19,95
073020,Palagianello,20,79
073020,Palagianello,21,85
073020,Palagianello,22,75
073020,Palagianello,23,91
073020,Palagianello,24,86
073020,Palagianello,25,67
073020,Palagianello,26,76
073020,Palagianello,27,79
073020,Palagianello,28,89
073020,Palagianello,29,96
073020,Palagianello,30,88
073020,Palagianello,31,84
073020,Palagianello,32,83
073020,Palagianello,33,81
073020,Palagianello,34,83
073020,Palagianello,35,85
073020,Palagianello,36,82
073020,Palagianello,37,83
073020,Palagianello,38,97
073020,Palagianello,39,103
073020,Palagianello,40,109
073020,Palagianello,41,103
073020,Palagianello,42,116
073020,Palagianello,43,99
073020,Palagianello,44,104
073020,Palagianello,45,117
073020,Palagianello,46,127
073020,Palagianello,47,118
073020,Palagianello,48,137
073020,Palagianello,49,108
073020,Palagianello,50,120
073020,Palagianello,51,101
073020,Palagianello,52,96
073020,Palagianello,53,119
073020,Palagianello,54,109
073020,Palagianello,55,110
073020,Palagianello,56,107
073020,Palagianello,57,124
073020,Palagianello,58,137
073020,Palagianello,59,109
073020,Palagianello,60,113
073020,Palagianello,61,116
073020,Palagianello,62,85
073020,Palagianello,63,87
073020,Palagianello,64,105
073020,Palagianello,65,119
073021,Palagiano,18,192
073021,Palagiano,19,187
073021,Palagiano,20,179
073021,Palagiano,21,168
073021,Palagiano,22,169
073021,Palagiano,23,209
073021,Palagiano,24,215
073021,Palagiano,25,224
073021,Palagiano,26,211
073021,Palagiano,27,181
073021,Palagiano,28,199
073021,Palagiano,29,197
073021,Palagiano,30,185
073021,Palagiano,31,174
073021,Palagiano,32,180
073021,Palagiano,33,208
073021,Palagiano,34,179
073021,Palagiano,35,212
073021,Palagiano,36,189
073021,Palagiano,37,210
073021,Palagiano,38,187
073021,Palagiano,39,185
073021,Palagiano,40,186
073021,Palagiano,41,206
073021,Palagiano,42,208
073021,Palagiano,43,227
073021,Palagiano,44,236
073021,Palagiano,45,258
073021,Palagiano,46,258
073021,Palagiano,47,235
073021,Palagiano,48,233
073021,Palagiano,49,230
073021,Palagiano,50,220
073021,Palagiano,51,235
073021,Palagiano,52,231
073021,Palagiano,53,226
073021,Palagiano,54,230
073021,Palagiano,55,212
073021,Palagiano,56,218
073021,Palagiano,57,237
073021,Palagiano,58,217
073021,Palagiano,59,198
073021,Palagiano,60,218
073021,Palagiano,61,204
073021,Palagiano,62,205
073021,Palagiano,63,200
073021,Palagiano,64,169
073021,Palagiano,65,209
075058,Palmariggi,18,14
075058,Palmariggi,19,16
075058,Palmariggi,20,13
075058,Palmariggi,21,12
075058,Palmariggi,22,13
075058,Palmariggi,23,12
075058,Palmariggi,24,6
075058,Palmariggi,25,13
075058,Palmariggi,26,14
075058,Palmariggi,27,8
075058,Palmariggi,28,14
075058,Palmariggi,29,11
075058,Palmariggi,30,14
075058,Palmariggi,31,10
075058,Palmariggi,32,9
075058,Palmariggi,33,12
075058,Palmariggi,34,10
075058,Palmariggi,35,8
075058,Palmariggi,36,10
075058,Palmariggi,37,14
075058,Palmariggi,38,15
075058,Palmariggi,39,10
075058,Palmariggi,40,19
075058,Palmariggi,41,19
075058,Palmariggi,42,12
075058,Palmariggi,43,20
075058,Palmariggi,44,24
075058,Palmariggi,45,22
075058,Palmariggi,46,29
075058,Palmariggi,47,21
075058,Palmariggi,48,28
075058,Palmariggi,49,15
075058,Palmariggi,50,29
075058,Palmariggi,51,26
075058,Palmariggi,52,27
075058,Palmariggi,53,17
075058,Palmariggi,54,24
075058,Palmariggi,55,27
075058,Palmariggi,56,20
075058,Palmariggi,57,22
075058,Palmariggi,58,22
075058,Palmariggi,59,18
075058,Palmariggi,60,25
075058,Palmariggi,61,16
075058,Palmariggi,62,15
075058,Palmariggi,63,13
075058,Palmariggi,64,13
075058,Palmariggi,65,14
075059,Parabita,18,70
075059,Parabita,19,79
075059,Parabita,20,95
075059,Parabita,21,101
075059,Parabita,22,78
075059,Parabita,23,82
075059,Parabita,24,77
075059,Parabita,25,81
075059,Parabita,26,86
075059,Parabita,27,101
075059,Parabita,28,80
075059,Parabita,29,84
075059,Parabita,30,97
075059,Parabita,31,98
075059,Parabita,32,100
075059,Parabita,33,80
075059,Parabita,34,97
075059,Parabita,35,83
075059,Parabita,36,102
075059,Parabita,37,86
075059,Parabita,38,103
075059,Parabita,39,109
075059,Parabita,40,102
075059,Parabita,41,101
075059,Parabita,42,122
075059,Parabita,43,104
075059,Parabita,44,117
075059,Parabita,45,112
075059,Parabita,46,122
075059,Parabita,47,139
075059,Parabita,48,107
075059,Parabita,49,130
075059,Parabita,50,123
075059,Parabita,51,146
075059,Parabita,52,155
075059,Parabita,53,144
075059,Parabita,54,138
075059,Parabita,55,130
075059,Parabita,56,165
075059,Parabita,57,149
075059,Parabita,58,140
075059,Parabita,59,120
075059,Parabita,60,149
075059,Parabita,61,126
075059,Parabita,62,118
075059,Parabita,63,133
075059,Parabita,64,116
075059,Parabita,65,139
075060,Patù,18,18
075060,Patù,19,17
075060,Patù,20,15
075060,Patù,21,17
075060,Patù,22,16
075060,Patù,23,19
075060,Patù,24,22
075060,Patù,25,13
075060,Patù,26,12
075060,Patù,27,19
075060,Patù,28,18
075060,Patù,29,17
075060,Patù,30,15
075060,Patù,31,13
075060,Patù,32,21
075060,Patù,33,26
075060,Patù,34,22
075060,Patù,35,13
075060,Patù,36,15
075060,Patù,37,12
075060,Patù,38,19
075060,Patù,39,22
075060,Patù,40,16
075060,Patù,41,15
075060,Patù,42,22
075060,Patù,43,16
075060,Patù,44,20
075060,Patù,45,20
075060,Patù,46,23
075060,Patù,47,23
075060,Patù,48,16
075060,Patù,49,28
075060,Patù,50,23
075060,Patù,51,19
075060,Patù,52,28
075060,Patù,53,20
075060,Patù,54,31
075060,Patù,55,27
075060,Patù,56,29
075060,Patù,57,32
075060,Patù,58,25
075060,Patù,59,37
075060,Patù,60,30
075060,Patù,61,35
075060,Patù,62,16
075060,Patù,63,29
075060,Patù,64,20
075060,Patù,65,30
075061,Poggiardo,18,55
075061,Poggiardo,19,54
075061,Poggiardo,20,62
075061,Poggiardo,21,59
075061,Poggiardo,22,44
075061,Poggiardo,23,60
075061,Poggiardo,24,70
075061,Poggiardo,25,65
075061,Poggiardo,26,68
075061,Poggiardo,27,66
075061,Poggiardo,28,56
075061,Poggiardo,29,51
075061,Poggiardo,30,59
075061,Poggiardo,31,60
075061,Poggiardo,32,69
075061,Poggiardo,33,78
075061,Poggiardo,34,73
075061,Poggiardo,35,75
075061,Poggiardo,36,68
075061,Poggiardo,37,75
075061,Poggiardo,38,65
075061,Poggiardo,39,74
075061,Poggiardo,40,69
075061,Poggiardo,41,59
075061,Poggiardo,42,63
075061,Poggiardo,43,68
075061,Poggiardo,44,70
075061,Poggiardo,45,66
075061,Poggiardo,46,92
075061,Poggiardo,47,82
075061,Poggiardo,48,69
075061,Poggiardo,49,79
075061,Poggiardo,50,92
075061,Poggiardo,51,98
075061,Poggiardo,52,97
075061,Poggiardo,53,86
075061,Poggiardo,54,74
075061,Poggiardo,55,93
075061,Poggiardo,56,107
075061,Poggiardo,57,88
075061,Poggiardo,58,98
075061,Poggiardo,59,88
075061,Poggiardo,60,97
075061,Poggiardo,61,85
075061,Poggiardo,62,83
075061,Poggiardo,63,89
075061,Poggiardo,64,80
075061,Poggiardo,65,97
075097,Porto Cesareo,18,71
075097,Porto Cesareo,19,76
075097,Porto Cesareo,20,64
075097,Porto Cesareo,21,57
075097,Porto Cesareo,22,69
075097,Porto Cesareo,23,60
075097,Porto Cesareo,24,58
075097,Porto Cesareo,25,59
075097,Porto Cesareo,26,70
075097,Porto Cesareo,27,76
075097,Porto Cesareo,28,86
075097,Porto Cesareo,29,73
075097,Porto Cesareo,30,77
075097,Porto Cesareo,31,73
075097,Porto Cesareo,32,72
075097,Porto Cesareo,33,69
075097,Porto Cesareo,34,82
075097,Porto Cesareo,35,71
075097,Porto Cesareo,36,85
075097,Porto Cesareo,37,84
075097,Porto Cesareo,38,86
075097,Porto Cesareo,39,83
075097,Porto Cesareo,40,94
075097,Porto Cesareo,41,97
075097,Porto Cesareo,42,102
075097,Porto Cesareo,43,109
075097,Porto Cesareo,44,119
075097,Porto Cesareo,45,99
075097,Porto Cesareo,46,96
075097,Porto Cesareo,47,87
075097,Porto Cesareo,48,125
075097,Porto Cesareo,49,95
075097,Porto Cesareo,50,108
075097,Porto Cesareo,51,99
075097,Porto Cesareo,52,95
075097,Porto Cesareo,53,99
075097,Porto Cesareo,54,93
075097,Porto Cesareo,55,87
075097,Porto Cesareo,56,98
075097,Porto Cesareo,57,107
075097,Porto Cesareo,58,99
075097,Porto Cesareo,59,96
075097,Porto Cesareo,60,87
075097,Porto Cesareo,61,84
075097,Porto Cesareo,62,94
075097,Porto Cesareo,63,64
075097,Porto Cesareo,64,71
075097,Porto Cesareo,65,71
075098,Presicce-Acquarica,18,107
075098,Presicce-Acquarica,19,110
075098,Presicce-Acquarica,20,90
075098,Presicce-Acquarica,21,98
075098,Presicce-Acquarica,22,98
075098,Presicce-Acquarica,23,86
075098,Presicce-Acquarica,24,100
075098,Presicce-Acquarica,25,101
075098,Presicce-Acquarica,26,95
075098,Presicce-Acquarica,27,101
075098,Presicce-Acquarica,28,101
075098,Presicce-Acquarica,29,98
075098,Presicce-Acquarica,30,95
075098,Presicce-Acquarica,31,85
075098,Presicce-Acquarica,32,87
075098,Presicce-Acquarica,33,92
075098,Presicce-Acquarica,34,113
075098,Presicce-Acquarica,35,76
075098,Presicce-Acquarica,36,92
075098,Presicce-Acquarica,37,89
075098,Presicce-Acquarica,38,94
075098,Presicce-Acquarica,39,87
075098,Presicce-Acquarica,40,95
075098,Presicce-Acquarica,41,99
075098,Presicce-Acquarica,42,117
075098,Presicce-Acquarica,43,113
075098,Presicce-Acquarica,44,113
075098,Presicce-Acquarica,45,121
075098,Presicce-Acquarica,46,127
075098,Presicce-Acquarica,47,125
075098,Presicce-Acquarica,48,116
075098,Presicce-Acquarica,49,130
075098,Presicce-Acquarica,50,127
075098,Presicce-Acquarica,51,122
075098,Presicce-Acquarica,52,144
075098,Presicce-Acquarica,53,128
075098,Presicce-Acquarica,54,147
075098,Presicce-Acquarica,55,137
075098,Presicce-Acquarica,56,155
075098,Presicce-Acquarica,57,165
075098,Presicce-Acquarica,58,159
075098,Presicce-Acquarica,59,156
075098,Presicce-Acquarica,60,126
075098,Presicce-Acquarica,61,122
075098,Presicce-Acquarica,62,130
075098,Presicce-Acquarica,63,123
075098,Presicce-Acquarica,64,125
075098,Presicce-Acquarica,65,129
073022,Pulsano,18,115
073022,Pulsano,19,111
073022,Pulsano,20,114
073022,Pulsano,21,104
073022,Pulsano,22,114
073022,Pulsano,23,93
073022,Pulsano,24,108
073022,Pulsano,25,109
073022,Pulsano,26,98
073022,Pulsano,27,102
073022,Pulsano,28,75
073022,Pulsano,29,104
073022,Pulsano,30,103
073022,Pulsano,31,113
073022,Pulsano,32,118
073022,Pulsano,33,114
073022,Pulsano,34,119
073022,Pulsano,35,125
073022,Pulsano,36,122
073022,Pulsano,37,134
073022,Pulsano,38,128
073022,Pulsano,39,158
073022,Pulsano,40,156
073022,Pulsano,41,164
073022,Pulsano,42,155
073022,Pulsano,43,189
073022,Pulsano,44,175
073022,Pulsano,45,208
073022,Pulsano,46,214
073022,Pulsano,47,205
073022,Pulsano,48,190
073022,Pulsano,49,185
073022,Pulsano,50,157
073022,Pulsano,51,160
073022,Pulsano,52,168
073022,Pulsano,53,171
073022,Pulsano,54,180
073022,Pulsano,55,163
073022,Pulsano,56,161
073022,Pulsano,57,159
073022,Pulsano,58,174
073022,Pulsano,59,157
073022,Pulsano,60,146
073022,Pulsano,61,168
073022,Pulsano,62,177
073022,Pulsano,63,143
073022,Pulsano,64,136
073022,Pulsano,65,147
075063,Racale,18,106
075063,Racale,19,134
075063,Racale,20,133
075063,Racale,21,124
075063,Racale,22,114
075063,Racale,23,98
075063,Racale,24,117
075063,Racale,25,122
075063,Racale,26,98
075063,Racale,27,115
075063,Racale,28,117
075063,Racale,29,133
075063,Racale,30,107
075063,Racale,31,112
075063,Racale,32,115
075063,Racale,33,133
075063,Racale,34,136
075063,Racale,35,121
075063,Racale,36,123
075063,Racale,37,105
075063,Racale,38,130
075063,Racale,39,128
075063,Racale,40,139
075063,Racale,41,131
075063,Racale,42,136
075063,Racale,43,166
075063,Racale,44,148
075063,Racale,45,161
075063,Racale,46,189
075063,Racale,47,179
075063,Racale,48,186
075063,Racale,49,193
075063,Racale,50,138
075063,Racale,51,162
075063,Racale,52,149
075063,Racale,53,155
075063,Racale,54,187
075063,Racale,55,194
075063,Racale,56,172
075063,Racale,57,190
075063,Racale,58,157
075063,Racale,59,137
075063,Racale,60,163
075063,Racale,61,144
075063,Racale,62,132
075063,Racale,63,143
075063,Racale,64,140
075063,Racale,65,126
073023,Roccaforzata,18,9
073023,Roccaforzata,19,20
073023,Roccaforzata,20,13
073023,Roccaforzata,21,14
073023,Roccaforzata,22,12
073023,Roccaforzata,23,26
073023,Roccaforzata,24,14
073023,Roccaforzata,25,22
073023,Roccaforzata,26,18
073023,Roccaforzata,27,16
073023,Roccaforzata,28,18
073023,Roccaforzata,29,17
073023,Roccaforzata,30,19
073023,Roccaforzata,31,19
073023,Roccaforzata,32,17
073023,Roccaforzata,33,21
073023,Roccaforzata,34,20
073023,Roccaforzata,35,20
073023,Roccaforzata,36,26
073023,Roccaforzata,37,29
073023,Roccaforzata,38,28
073023,Roccaforzata,39,24
073023,Roccaforzata,40,23
073023,Roccaforzata,41,27
073023,Roccaforzata,42,26
073023,Roccaforzata,43,26
073023,Roccaforzata,44,25
073023,Roccaforzata,45,26
073023,Roccaforzata,46,27
073023,Roccaforzata,47,30
073023,Roccaforzata,48,19
073023,Roccaforzata,49,18
073023,Roccaforzata,50,28
073023,Roccaforzata,51,25
073023,Roccaforzata,52,23
073023,Roccaforzata,53,27
073023,Roccaforzata,54,16
073023,Roccaforzata,55,30
073023,Roccaforzata,56,28
073023,Roccaforzata,57,24
073023,Roccaforzata,58,31
073023,Roccaforzata,59,31
073023,Roccaforzata,60,24
073023,Roccaforzata,61,30
073023,Roccaforzata,62,29
073023,Roccaforzata,63,20
073023,Roccaforzata,64,26
073023,Roccaforzata,65,28
075064,Ruffano,18,124
075064,Ruffano,19,106
075064,Ruffano,20,110
075064,Ruffano,21,113
075064,Ruffano,22,127
075064,Ruffano,23,114
075064,Ruffano,24,97
075064,Ruffano,25,106
075064,Ruffano,26,109
075064,Ruffano,27,93
075064,Ruffano,28,101
075064,Ruffano,29,82
075064,Ruffano,30,82
075064,Ruffano,31,99
075064,Ruffano,32,82
075064,Ruffano,33,111
075064,Ruffano,34,84
075064,Ruffano,35,102
075064,Ruffano,36,90
075064,Ruffano,37,94
075064,Ruffano,38,109
075064,Ruffano,39,96
075064,Ruffano,40,126
075064,Ruffano,41,118
075064,Ruffano,42,112
075064,Ruffano,43,102
075064,Ruffano,44,142
075064,Ruffano,45,139
075064,Ruffano,46,155
075064,Ruffano,47,145
075064,Ruffano,48,146
075064,Ruffano,49,149
075064,Ruffano,50,161
075064,Ruffano,51,145
075064,Ruffano,52,151
075064,Ruffano,53,154
075064,Ruffano,54,161
075064,Ruffano,55,165
075064,Ruffano,56,143
075064,Ruffano,57,134
075064,Ruffano,58,130
075064,Ruffano,59,124
075064,Ruffano,60,113
075064,Ruffano,61,119
075064,Ruffano,62,116
075064,Ruffano,63,118
075064,Ruffano,64,102
075064,Ruffano,65,110
075065,Salice Salentino,18,88
075065,Salice Salentino,19,90
075065,Salice Salentino,20,68
075065,Salice Salentino,21,85
075065,Salice Salentino,22,66
075065,Salice Salentino,23,70
075065,Salice Salentino,24,82
075065,Salice Salentino,25,67
075065,Salice Salentino,26,68
075065,Salice Salentino,27,74
075065,Salice Salentino,28,74
075065,Salice Salentino,29,76
075065,Salice Salentino,30,88
075065,Salice Salentino,31,70
075065,Salice Salentino,32,90
075065,Salice Salentino,33,74
075065,Salice Salentino,34,86
075065,Salice Salentino,35,68
075065,Salice Salentino,36,73
075065,Salice Salentino,37,83
075065,Salice Salentino,38,85
075065,Salice Salentino,39,95
075065,Salice Salentino,40,79
075065,Salice Salentino,41,96
075065,Salice Salentino,42,88
075065,Salice Salentino,43,129
075065,Salice Salentino,44,113
075065,Salice Salentino,45,101
075065,Salice Salentino,46,115
075065,Salice Salentino,47,131
075065,Salice Salentino,48,119
075065,Salice Salentino,49,114
075065,Salice Salentino,50,115
075065,Salice Salentino,51,111
075065,Salice Salentino,52,107
075065,Salice Salentino,53,134
075065,Salice Salentino,54,131
075065,Salice Salentino,55,107
075065,Salice Salentino,56,121
075065,Salice Salentino,57,120
075065,Salice Salentino,58,140
075065,Salice Salentino,59,97
075065,Salice Salentino,60,100
075065,Salice Salentino,61,94
075065,Salice Salentino,62,128
075065,Salice Salentino,63,96
075065,Salice Salentino,64,103
075065,Salice Salentino,65,108
075066,Salve,18,46
075066,Salve,19,47
075066,Salve,20,45
075066,Salve,21,51
075066,Salve,22,37
075066,Salve,23,40
075066,Salve,24,42
075066,Salve,25,38
075066,Salve,26,47
075066,Salve,27,48
075066,Salve,28,45
075066,Salve,29,51
075066,Salve,30,62
075066,Salve,31,47
075066,Salve,32,40
075066,Salve,33,42
075066,Salve,34,50
075066,Salve,35,46
075066,Salve,36,40
075066,Salve,37,49
075066,Salve,38,42
075066,Salve,39,53
075066,Salve,40,47
075066,Salve,41,35
075066,Salve,42,48
075066,Salve,43,44
075066,Salve,44,62
075066,Salve,45,50
075066,Salve,46,85
075066,Salve,47,67
075066,Salve,48,71
075066,Salve,49,65
075066,Salve,50,48
075066,Salve,51,61
075066,Salve,52,69
075066,Salve,53,77
075066,Salve,54,68
075066,Salve,55,73
075066,Salve,56,70
075066,Salve,57,78
075066,Salve,58,94
075066,Salve,59,69
075066,Salve,60,65
075066,Salve,61,68
075066,Salve,62,47
075066,Salve,63,69
075066,Salve,64,56
075066,Salve,65,46
075067,Sanarica,18,18
075067,Sanarica,19,13
075067,Sanarica,20,9
075067,Sanarica,21,10
075067,Sanarica,22,7
075067,Sanarica,23,8
075067,Sanarica,24,15
075067,Sanarica,25,15
075067,Sanarica,26,11
075067,Sanarica,27,7
075067,Sanarica,28,19
075067,Sanarica,29,11
075067,Sanarica,30,18
075067,Sanarica,31,9
075067,Sanarica,32,10
075067,Sanarica,33,14
075067,Sanarica,34,20
075067,Sanarica,35,20
075067,Sanarica,36,14
075067,Sanarica,37,18
075067,Sanarica,38,15
075067,Sanarica,39,18
075067,Sanarica,40,22
075067,Sanarica,41,27
075067,Sanarica,42,37
075067,Sanarica,43,23
075067,Sanarica,44,29
075067,Sanarica,45,22
075067,Sanarica,46,18
075067,Sanarica,47,29
075067,Sanarica,48,21
075067,Sanarica,49,17
075067,Sanarica,50,13
075067,Sanarica,51,17
075067,Sanarica,52,16
075067,Sanarica,53,16
075067,Sanarica,54,17
075067,Sanarica,55,29
075067,Sanarica,56,18
075067,Sanarica,57,18
075067,Sanarica,58,29
075067,Sanarica,59,22
075067,Sanarica,60,21
075067,Sanarica,61,20
075067,Sanarica,62,14
075067,Sanarica,63,18
075067,Sanarica,64,18
075067,Sanarica,65,21
075095,San Cassiano,18,17
075095,San Cassiano,19,15
075095,San Cassiano,20,17
075095,San Cassiano,21,15
075095,San Cassiano,22,25
075095,San Cassiano,23,19
075095,San Cassiano,24,22
075095,San Cassiano,25,19
075095,San Cassiano,26,22
075095,San Cassiano,27,19
075095,San Cassiano,28,19
075095,San Cassiano,29,18
075095,San Cassiano,30,26
075095,San Cassiano,31,20
075095,San Cassiano,32,33
075095,San Cassiano,33,27
075095,San Cassiano,34,19
075095,San Cassiano,35,22
075095,San Cassiano,36,24
075095,San Cassiano,37,23
075095,San Cassiano,38,25
075095,San Cassiano,39,23
075095,San Cassiano,40,27
075095,San Cassiano,41,23
075095,San Cassiano,42,27
075095,San Cassiano,43,19
075095,San Cassiano,44,32
075095,San Cassiano,45,25
075095,San Cassiano,46,22
075095,San Cassiano,47,21
075095,San Cassiano,48,27
075095,San Cassiano,49,23
075095,San Cassiano,50,22
075095,San Cassiano,51,32
075095,San Cassiano,52,22
075095,San Cassiano,53,24
075095,San Cassiano,54,33
075095,San Cassiano,55,23
075095,San Cassiano,56,22
075095,San Cassiano,57,33
075095,San Cassiano,58,29
075095,San Cassiano,59,32
075095,San Cassiano,60,31
075095,San Cassiano,61,29
075095,San Cassiano,62,27
075095,San Cassiano,63,51
075095,San Cassiano,64,25
075095,San Cassiano,65,26
075068,San Cesario di Lecce,18,74
075068,San Cesario di Lecce,19,85
075068,San Cesario di Lecce,20,59
075068,San Cesario di Lecce,21,67
075068,San Cesario di Lecce,22,75
075068,San Cesario di Lecce,23,80
075068,San Cesario di Lecce,24,66
075068,San Cesario di Lecce,25,91
075068,San Cesario di Lecce,26,70
075068,San Cesario di Lecce,27,61
075068,San Cesario di Lecce,28,62
075068,San Cesario di Lecce,29,78
075068,San Cesario di Lecce,30,94
075068,San Cesario di Lecce,31,79
075068,San Cesario di Lecce,32,72
075068,San Cesario di Lecce,33,79
075068,San Cesario di Lecce,34,87
075068,San Cesario di Lecce,35,97
075068,San Cesario di Lecce,36,83
075068,San Cesario di Lecce,37,70
075068,San Cesario di Lecce,38,101
075068,San Cesario di Lecce,39,89
075068,San Cesario di Lecce,40,91
075068,San Cesario di Lecce,41,109
075068,San Cesario di Lecce,42,107
075068,San Cesario di Lecce,43,115
075068,San Cesario di Lecce,44,103
075068,San Cesario di Lecce,45,144
075068,San Cesario di Lecce,46,119
075068,San Cesario di Lecce,47,131
075068,San Cesario di Lecce,48,135
075068,San Cesario di Lecce,49,145
075068,San Cesario di Lecce,50,140
075068,San Cesario di Lecce,51,125
075068,San Cesario di Lecce,52,128
075068,San Cesario di Lecce,53,150
075068,San Cesario di Lecce,54,122
075068,San Cesario di Lecce,55,141
075068,San Cesario di Lecce,56,142
075068,San Cesario di Lecce,57,129
075068,San Cesario di Lecce,58,138
075068,San Cesario di Lecce,59,145
075068,San Cesario di Lecce,60,112
075068,San Cesario di Lecce,61,99
075068,San Cesario di Lecce,62,101
075068,San Cesario di Lecce,63,100
075068,San Cesario di Lecce,64,97
075068,San Cesario di Lecce,65,94
074013,San Donaci,18,55
074013,San Donaci,19,48
074013,San Donaci,20,69
074013,San Donaci,21,75
074013,San Donaci,22,52
074013,San Donaci,23,72
074013,San Donaci,24,49
074013,San Donaci,25,58
074013,San Donaci,26,62
074013,San Donaci,27,52
074013,San Donaci,28,66
074013,San Donaci,29,72
074013,San Donaci,30,52
074013,San Donaci,31,71
074013,San Donaci,32,60
074013,San Donaci,33,75
074013,San Donaci,34,61
074013,San Donaci,35,66
074013,San Donaci,36,58
074013,San Donaci,37,61
074013,San Donaci,38,75
074013,San Donaci,39,66
074013,San Donaci,40,69
074013,San Donaci,41,80
074013,San Donaci,42,77
074013,San Donaci,43,77
074013,San Donaci,44,72
074013,San Donaci,45,72
074013,San Donaci,46,99
074013,San Donaci,47,118
074013,San Donaci,48,90
074013,San Donaci,49,93
074013,San Donaci,50,95
074013,San Donaci,51,92
074013,San Donaci,52,86
074013,San Donaci,53,85
074013,San Donaci,54,99
074013,San Donaci,55,78
074013,San Donaci,56,93
074013,San Donaci,57,110
074013,San Donaci,58,118
074013,San Donaci,59,91
074013,San Donaci,60,101
074013,San Donaci,61,86
074013,San Donaci,62,82
074013,San Donaci,63,101
074013,San Donaci,64,72
074013,San Donaci,65,85
075069,San Donato di Lecce,18,56
075069,San Donato di Lecce,19,45
075069,San Donato di Lecce,20,49
075069,San Donato di Lecce,21,52
075069,San Donato di Lecce,22,45
075069,San Donato di Lecce,23,55
075069,San Donato di Lecce,24,50
075069,San Donato di Lecce,25,37
075069,San Donato di Lecce,26,50
075069,San Donato di Lecce,27,49
075069,San Donato di Lecce,28,57
075069,San Donato di Lecce,29,54
075069,San Donato di Lecce,30,67
075069,San Donato di Lecce,31,51
075069,San Donato di Lecce,32,56
075069,San Donato di Lecce,33,55
075069,San Donato di Lecce,34,53
075069,San Donato di Lecce,35,50
075069,San Donato di Lecce,36,59
075069,San Donato di Lecce,37,60
075069,San Donato di Lecce,38,62
075069,San Donato di Lecce,39,58
075069,San Donato di Lecce,40,49
075069,San Donato di Lecce,41,62
075069,San Donato di Lecce,42,67
075069,San Donato di Lecce,43,72
075069,San Donato di Lecce,44,94
075069,San Donato di Lecce,45,88
075069,San Donato di Lecce,46,93
075069,San Donato di Lecce,47,92
075069,San Donato di Lecce,48,73
075069,San Donato di Lecce,49,91
075069,San Donato di Lecce,50,80
075069,San Donato di Lecce,51,82
075069,San Donato di Lecce,52,90
075069,San Donato di Lecce,53,101
075069,San Donato di Lecce,54,77
075069,San Donato di Lecce,55,90
075069,San Donato di Lecce,56,77
075069,San Donato di Lecce,57,73
075069,San Donato di Lecce,58,103
075069,San Donato di Lecce,59,79
075069,San Donato di Lecce,60,77
075069,San Donato di Lecce,61,102
075069,San Donato di Lecce,62,90
075069,San Donato di Lecce,63,78
075069,San Donato di Lecce,64,83
075069,San Donato di Lecce,65,79
073024,San Giorgio Ionico,18,150
073024,San Giorgio Ionico,19,159
073024,San Giorgio Ionico,20,135
073024,San Giorgio Ionico,21,160
073024,San Giorgio Ionico,22,138
073024,San Giorgio Ionico,23,148
073024,San Giorgio Ionico,24,184
073024,San Giorgio Ionico,25,152
073024,San Giorgio Ionico,26,130
073024,San Giorgio Ionico,27,159
073024,San Giorgio Ionico,28,131
073024,San Giorgio Ionico,29,138
073024,San Giorgio Ionico,30,143
073024,San Giorgio Ionico,31,131
073024,San Giorgio Ionico,32,128
073024,San Giorgio Ionico,33,154
073024,San Giorgio Ionico,34,163
073024,San Giorgio Ionico,35,135
073024,San Giorgio Ionico,36,155
073024,San Giorgio Ionico,37,172
073024,San Giorgio Ionico,38,142
073024,San Giorgio Ionico,39,159
073024,San Giorgio Ionico,40,190
073024,San Giorgio Ionico,41,164
073024,San Giorgio Ionico,42,188
073024,San Giorgio Ionico,43,193
073024,San Giorgio Ionico,44,225
073024,San Giorgio Ionico,45,247
073024,San Giorgio Ionico,46,239
073024,San Giorgio Ionico,47,247
073024,San Giorgio Ionico,48,230
073024,San Giorgio Ionico,49,242
073024,San Giorgio Ionico,50,258
073024,San Giorgio Ionico,51,231
073024,San Giorgio Ionico,52,207
073024,San Giorgio Ionico,53,234
073024,San Giorgio Ionico,54,222
073024,San Giorgio Ionico,55,238
073024,San Giorgio Ionico,56,217
073024,San Giorgio Ionico,57,237
073024,San Giorgio Ionico,58,217
073024,San Giorgio Ionico,59,187
073024,San Giorgio Ionico,60,197
073024,San Giorgio Ionico,61,194
073024,San Giorgio Ionico,62,192
073024,San Giorgio Ionico,63,175
073024,San Giorgio Ionico,64,195
073024,San Giorgio Ionico,65,182
073025,San Marzano di San Giuseppe,18,98
