Municipality code,Municipality,Age,Total
075083,Surbo,25,157
075083,Surbo,26,147
075083,Surbo,27,166
075083,Surbo,28,139
075083,Surbo,29,148
075083,Surbo,30,151
075083,Surbo,31,157
075083,Surbo,32,150
075083,Surbo,33,170
075083,Surbo,34,145
075083,Surbo,35,188
075083,Surbo,36,147
075083,Surbo,37,164
075083,Surbo,38,191
075083,Surbo,39,181
075083,Surbo,40,190
075083,Surbo,41,199
075083,Surbo,42,210
075083,Surbo,43,242
075083,Surbo,44,238
075083,Surbo,45,226
075083,Surbo,46,312
075083,Surbo,47,231
075083,Surbo,48,245
075083,Surbo,49,253
075083,Surbo,50,272
075083,Surbo,51,276
075083,Surbo,52,251
075083,Surbo,53,262
075083,Surbo,54,237
075083,Surbo,55,247
075083,Surbo,56,276
075083,Surbo,57,235
075083,Surbo,58,213
075083,Surbo,59,212
075083,Surbo,60,220
075083,Surbo,61,201
075083,Surbo,62,202
075083,Surbo,63,172
075083,Surbo,64,152
075083,Surbo,65,157
073027,Taranto,18,1917
073027,Taranto,19,2000
073027,Taranto,20,1935
073027,Taranto,21,1953
073027,Taranto,22,2045
073027,Taranto,23,2021
073027,Taranto,24,1940
073027,Taranto,25,1796
073027,Taranto,26,1839
073027,Taranto,27,1802
073027,Taranto,28,1863
073027,Taranto,29,1924
073027,Taranto,30,1953
073027,Taranto,31,1915
073027,Taranto,32,1910
073027,Taranto,33,1905
073027,Taranto,34,1995
073027,Taranto,35,1925
073027,Taranto,36,1986
073027,Taranto,37,2014
073027,Taranto,38,2005
073027,Taranto,39,2066
073027,Taranto,40,2093
073027,Taranto,41,2144
073027,Taranto,42,2275
073027,Taranto,43,2391
073027,Taranto,44,2410
073027,Taranto,45,2539
073027,Taranto,46,2734
073027,Taranto,47,2866
073027,Taranto,48,2977
073027,Taranto,49,2827
073027,Taranto,50,2839
073027,Taranto,51,2869
073027,Taranto,52,2845
073027,Taranto,53,2974
073027,Taranto,54,3018
073027,Taranto,55,2954
073027,Taranto,56,3089
073027,Taranto,57,3085
073027,Taranto,58,3112
073027,Taranto,59,2903
073027,Taranto,60,2909
073027,Taranto,61,2940
073027,Taranto,62,2791
073027,Taranto,63,2738
073027,Taranto,64,2582
073027,Taranto,65,2643
075084,Taurisano,18,154
075084,Taurisano,19,145
075084,Taurisano,20,144
075084,Taurisano,21,152
075084,Taurisano,22,151
075084,Taurisano,23,131
075084,Taurisano,24,123
075084,Taurisano,25,116
075084,Taurisano,26,122
075084,Taurisano,27,138
075084,Taurisano,28,147
075084,Taurisano,29,131
075084,Taurisano,30,117
075084,Taurisano,31,141
075084,Taurisano,32,118
075084,Taurisano,33,117
075084,Taurisano,34,138
075084,Taurisano,35,102
075084,Taurisano,36,140
075084,Taurisano,37,122
075084,Taurisano,38,127
075084,Taurisano,39,140
075084,Taurisano,40,119
075084,Taurisano,41,131
075084,Taurisano,42,141
075084,Taurisano,43,167
075084,Taurisano,44,151
075084,Taurisano,45,156
075084,Taurisano,46,191
075084,Taurisano,47,162
075084,Taurisano,48,171
075084,Taurisano,49,168
075084,Taurisano,50,158
075084,Taurisano,51,151
075084,Taurisano,52,178
075084,Taurisano,53,145
075084,Taurisano,54,159
075084,Taurisano,55,166
075084,Taurisano,56,181
075084,Taurisano,57,177
075084,Taurisano,58,180
075084,Taurisano,59,207
075084,Taurisano,60,165
075084,Taurisano,61,183
075084,Taurisano,62,145
075084,Taurisano,63,154
075084,Taurisano,64,126
075084,Taurisano,65,147
075085,Taviano,18,130
075085,Taviano,19,126
075085,Taviano,20,130
075085,Taviano,21,122
075085,Taviano,22,127
075085,Taviano,23,116
075085,Taviano,24,133
075085,Taviano,25,140
075085,Taviano,26,122
075085,Taviano,27,119
075085,Taviano,28,112
075085,Taviano,29,138
075085,Taviano,30,131
075085,Taviano,31,125
075085,Taviano,32,113
075085,Taviano,33,118
075085,Taviano,34,136
075085,Taviano,35,112
075085,Taviano,36,87
075085,Taviano,37,111
075085,Taviano,38,105
075085,Taviano,39,119
075085,Taviano,40,143
075085,Taviano,41,116
075085,Taviano,42,131
075085,Taviano,43,148
075085,Taviano,44,145
075085,Taviano,45,167
075085,Taviano,46,180
075085,Taviano,47,158
075085,Taviano,48,188
075085,Taviano,49,211
075085,Taviano,50,185
075085,Taviano,51,209
075085,Taviano,52,174
075085,Taviano,53,188
075085,Taviano,54,184
075085,Taviano,55,175
075085,Taviano,56,195
075085,Taviano,57,198
075085,Taviano,58,171
075085,Taviano,59,139
075085,Taviano,60,172
075085,Taviano,61,147
075085,Taviano,62,147
075085,Taviano,63,133
075085,Taviano,64,136
075085,Taviano,65,123
075086,Tiggiano,18,33
075086,Tiggiano,19,27
075086,Tiggiano,20,32
075086,Tiggiano,21,29
075086,Tiggiano,22,34
075086,Tiggiano,23,32
075086,Tiggiano,24,33
075086,Tiggiano,25,32
075086,Tiggiano,26,36
075086,Tiggiano,27,30
075086,Tiggiano,28,27
075086,Tiggiano,29,34
075086,Tiggiano,30,34
075086,Tiggiano,31,36
075086,Tiggiano,32,48
075086,Tiggiano,33,37
075086,Tiggiano,34,41
075086,Tiggiano,35,27
075086,Tiggiano,36,31
075086,Tiggiano,37,32
075086,Tiggiano,38,34
075086,Tiggiano,39,32
075086,Tiggiano,40,28
075086,Tiggiano,41,28
075086,Tiggiano,42,30
075086,Tiggiano,43,27
075086,Tiggiano,44,37
075086,Tiggiano,45,45
075086,Tiggiano,46,40
075086,Tiggiano,47,34
075086,Tiggiano,48,41
075086,Tiggiano,49,43
075086,Tiggiano,50,37
075086,Tiggiano,51,42
075086,Tiggiano,52,31
075086,Tiggiano,53,46
075086,Tiggiano,54,37
075086,Tiggiano,55,56
075086,Tiggiano,56,44
075086,Tiggiano,57,48
075086,Tiggiano,58,41
075086,Tiggiano,59,44
075086,Tiggiano,60,41
075086,Tiggiano,61,44
075086,Tiggiano,62,37
075086,Tiggiano,63,33
075086,Tiggiano,64,33
075086,Tiggiano,65,46
074018,Torchiarolo,18,59
074018,Torchiarolo,19,52
074018,Torchiarolo,20,58
074018,Torchiarolo,21,47
074018,Torchiarolo,22,63
074018,Torchiarolo,23,55
074018,Torchiarolo,24,49
074018,Torchiarolo,25,54
074018,Torchiarolo,26,46
074018,Torchiarolo,27,59
074018,Torchiarolo,28,68
074018,Torchiarolo,29,57
074018,Torchiarolo,30,65
074018,Torchiarolo,31,51
074018,Torchiarolo,32,56
074018,Torchiarolo,33,57
074018,Torchiarolo,34,54
074018,Torchiarolo,35,63
074018,Torchiarolo,36,67
074018,Torchiarolo,37,70
074018,Torchiarolo,38,60
074018,Torchiarolo,39,59
074018,Torchiarolo,40,59
074018,Torchiarolo,41,58
074018,Torchiarolo,42,63
074018,Torchiarolo,43,85
074018,Torchiarolo,44,81
074018,Torchiarolo,45,80
074018,Torchiarolo,46,87
074018,Torchiarolo,47,70
074018,Torchiarolo,48,73
074018,Torchiarolo,49,58
074018,Torchiarolo,50,78
074018,Torchiarolo,51,89
074018,Torchiarolo,52,64
074018,Torchiarolo,53,73
074018,Torchiarolo,54,78
074018,Torchiarolo,55,92
074018,Torchiarolo,56,82
074018,Torchiarolo,57,66
074018,Torchiarolo,58,67
074018,Torchiarolo,59,95
074018,Torchiarolo,60,86
074018,Torchiarolo,61,91
074018,Torchiarolo,62,87
074018,Torchiarolo,63,70
074018,Torchiarolo,64,61
074018,Torchiarolo,65,72
074019,Torre Santa Susanna,18,115
074019,Torre Santa Susanna,19,109
074019,Torre Santa Susanna,20,116
074019,Torre Santa Susanna,21,92
074019,Torre Santa Susanna,22,95
074019,Torre Santa Susanna,23,96
074019,Torre Santa Susanna,24,96
074019,Torre Santa Susanna,25,120
074019,Torre Santa Susanna,26,111
074019,Torre Santa Susanna,27,89
074019,Torre Santa Susanna,28,110
074019,Torre Santa Susanna,29,117
074019,Torre Santa Susanna,30,116
074019,Torre Santa Susanna,31,121
074019,Torre Santa Susanna,32,135
074019,Torre Santa Susanna,33,146
074019,Torre Santa Susanna,34,120
074019,Torre Santa Susanna,35,139
074019,Torre Santa Susanna,36,128
074019,Torre Santa Susanna,37,120
074019,Torre Santa Susanna,38,134
074019,Torre Santa Susanna,39,126
074019,Torre Santa Susanna,40,142
074019,Torre Santa Susanna,41,139
074019,Torre Santa Susanna,42,144
074019,Torre Santa Susanna,43,136
074019,Torre Santa Susanna,44,141
074019,Torre Santa Susanna,45,170
074019,Torre Santa Susanna,46,151
074019,Torre Santa Susanna,47,125
074019,Torre Santa Susanna,48,175
074019,Torre Santa Susanna,49,144
074019,Torre Santa Susanna,50,146
074019,Torre Santa Susanna,51,141
074019,Torre Santa Susanna,52,120
074019,Torre Santa Susanna,53,163
074019,Torre Santa Susanna,54,140
074019,Torre Santa Susanna,55,112
074019,Torre Santa Susanna,56,150
074019,Torre Santa Susanna,57,157
074019,Torre Santa Susanna,58,174
074019,Torre Santa Susanna,59,162
074019,Torre Santa Susanna,60,168
074019,Torre Santa Susanna,61,168
074019,Torre Santa Susanna,62,152
074019,Torre Santa Susanna,63,132
074019,Torre Santa Susanna,64,129
074019,Torre Santa Susanna,65,106
073028,Torricella,18,37
073028,Torricella,19,42
073028,Torricella,20,39
073028,Torricella,21,37
073028,Torricella,22,46
073028,Torricella,23,46
073028,Torricella,24,44
073028,Torricella,25,54
073028,Torricella,26,43
073028,Torricella,27,42
073028,Torricella,28,61
073028,Torricella,29,39
073028,Torricella,30,50
073028,Torricella,31,34
073028,Torricella,32,35
073028,Torricella,33,46
073028,Torricella,34,47
073028,Torricella,35,41
073028,Torricella,36,57
073028,Torricella,37,52
073028,Torricella,38,52
073028,Torricella,39,39
073028,Torricella,40,44
073028,Torricella,41,62
073028,Torricella,42,42
073028,Torricella,43,51
073028,Torricella,44,71
073028,Torricella,45,49
073028,Torricella,46,69
073028,Torricella,47,63
073028,Torricella,48,74
073028,Torricella,49,64
073028,Torricella,50,54
073028,Torricella,51,65
073028,Torricella,52,72
073028,Torricella,53,62
073028,Torricella,54,64
073028,Torricella,55,77
073028,Torricella,56,62
073028,Torricella,57,61
073028,Torricella,58,63
073028,Torricella,59,45
073028,Torricella,60,65
073028,Torricella,61,62
073028,Torricella,62,49
073028,Torricella,63,53
073028,Torricella,64,62
073028,Torricella,65,47
075087,Trepuzzi,18,124
075087,Trepuzzi,19,138
075087,Trepuzzi,20,127
075087,Trepuzzi,21,143
075087,Trepuzzi,22,128
075087,Trepuzzi,23,147
075087,Trepuzzi,24,141
075087,Trepuzzi,25,140
075087,Trepuzzi,26,115
075087,Trepuzzi,27,131
075087,Trepuzzi,28,137
075087,Trepuzzi,29,139
075087,Trepuzzi,30,161
075087,Trepuzzi,31,154
075087,Trepuzzi,32,153
075087,Trepuzzi,33,135
075087,Trepuzzi,34,154
075087,Trepuzzi,35,147
075087,Trepuzzi,36,149
075087,Trepuzzi,37,149
075087,Trepuzzi,38,131
075087,Trepuzzi,39,154
075087,Trepuzzi,40,160
075087,Trepuzzi,41,167
075087,Trepuzzi,42,159
075087,Trepuzzi,43,183
075087,Trepuzzi,44,205
075087,Trepuzzi,45,228
075087,Trepuzzi,46,225
075087,Trepuzzi,47,237
075087,Trepuzzi,48,223
075087,Trepuzzi,49,223
075087,Trepuzzi,50,211
075087,Trepuzzi,51,207
075087,Trepuzzi,52,190
075087,Trepuzzi,53,199
075087,Trepuzzi,54,237
075087,Trepuzzi,55,220
075087,Trepuzzi,56,229
075087,Trepuzzi,57,232
075087,Trepuzzi,58,231
075087,Trepuzzi,59,221
075087,Trepuzzi,60,176
075087,Trepuzzi,61,220
075087,Trepuzzi,62,201
075087,Trepuzzi,63,195
075087,Trepuzzi,64,166
075087,Trepuzzi,65,209
075088,Tricase,18,179
075088,Tricase,19,169
075088,Tricase,20,185
075088,Tricase,21,212
075088,Tricase,22,237
075088,Tricase,23,193
075088,Tricase,24,233
075088,Tricase,25,190
075088,Tricase,26,204
075088,Tricase,27,206
075088,Tricase,28,162
075088,Tricase,29,197
075088,Tricase,30,207
075088,Tricase,31,192
075088,Tricase,32,185
075088,Tricase,33,192
075088,Tricase,34,185
075088,Tricase,35,179
075088,Tricase,36,187
075088,Tricase,37,195
075088,Tricase,38,187
075088,Tricase,39,184
075088,Tricase,40,189
075088,Tricase,41,227
075088,Tricase,42,204
075088,Tricase,43,254
075088,Tricase,44,212
075088,Tricase,45,242
075088,Tricase,46,220
075088,Tricase,47,247
075088,Tricase,48,239
075088,Tricase,49,253
075088,Tricase,50,263
075088,Tricase,51,252
075088,Tricase,52,272
075088,Tricase,53,272
075088,Tricase,54,282
075088,Tricase,55,283
075088,Tricase,56,303
075088,Tricase,57,286
075088,Tricase,58,287
075088,Tricase,59,242
075088,Tricase,60,260
075088,Tricase,61,238
075088,Tricase,62,245
075088,Tricase,63,265
075088,Tricase,64,188
075088,Tricase,65,205
075089,Tuglie,18,47
075089,Tuglie,19,53
075089,Tuglie,20,51
075089,Tuglie,21,61
075089,Tuglie,22,44
075089,Tuglie,23,45
075089,Tuglie,24,55
075089,Tuglie,25,32
075089,Tuglie,26,44
075089,Tuglie,27,56
075089,Tuglie,28,44
075089,Tuglie,29,49
075089,Tuglie,30,47
075089,Tuglie,31,65
075089,Tuglie,32,46
075089,Tuglie,33,61
075089,Tuglie,34,56
075089,Tuglie,35,62
075089,Tuglie,36,40
075089,Tuglie,37,53
075089,Tuglie,38,54
075089,Tuglie,39,65
075089,Tuglie,40,81
075089,Tuglie,41,59
075089,Tuglie,42,71
075089,Tuglie,43,72
075089,Tuglie,44,64
075089,Tuglie,45,70
075089,Tuglie,46,80
075089,Tuglie,47,74
075089,Tuglie,48,84
075089,Tuglie,49,56
075089,Tuglie,50,79
075089,Tuglie,51,70
075089,Tuglie,52,62
075089,Tuglie,53,77
075089,Tuglie,54,87
075089,Tuglie,55,72
075089,Tuglie,56,83
075089,Tuglie,57,84
075089,Tuglie,58,88
075089,Tuglie,59,83
075089,Tuglie,60,70
075089,Tuglie,61,63
075089,Tuglie,62,83
075089,Tuglie,63,80
075089,Tuglie,64,53
075089,Tuglie,65,68
075090,Ugento,18,105
075090,Ugento,19,116
075090,Ugento,20,117
075090,Ugento,21,133
075090,Ugento,22,146
075090,Ugento,23,117
075090,Ugento,24,117
075090,Ugento,25,115
075090,Ugento,26,140
075090,Ugento,27,125
075090,Ugento,28,117
075090,Ugento,29,153
075090,Ugento,30,134
075090,Ugento,31,140
075090,Ugento,32,132
075090,Ugento,33,135
075090,Ugento,34,149
075090,Ugento,35,126
075090,Ugento,36,145
075090,Ugento,37,142
075090,Ugento,38,146
075090,Ugento,39,151
075090,Ugento,40,147
075090,Ugento,41,166
075090,Ugento,42,147
075090,Ugento,43,150
075090,Ugento,44,156
075090,Ugento,45,179
075090,Ugento,46,160
075090,Ugento,47,187
075090,Ugento,48,180
075090,Ugento,49,169
075090,Ugento,50,153
075090,Ugento,51,191
075090,Ugento,52,176
075090,Ugento,53,174
075090,Ugento,54,201
075090,Ugento,55,186
075090,Ugento,56,194
075090,Ugento,57,187
075090,Ugento,58,196
075090,Ugento,59,176
075090,Ugento,60,187
075090,Ugento,61,193
075090,Ugento,62,177
075090,Ugento,63,186
075090,Ugento,64,161
075090,Ugento,65,168
075091,Uggiano la Chiesa,18,45
075091,Uggiano la Chiesa,19,32
075091,Uggiano la Chiesa,20,39
075091,Uggiano la Chiesa,21,43
075091,Uggiano la Chiesa,22,43
075091,Uggiano la Chiesa,23,42
075091,Uggiano la Chiesa,24,49
075091,Uggiano la Chiesa,25,41
075091,Uggiano la Chiesa,26,37
075091,Uggiano la Chiesa,27,35
075091,Uggiano la Chiesa,28,46
075091,Uggiano la Chiesa,29,55
075091,Uggiano la Chiesa,30,55
075091,Uggiano la Chiesa,31,48
075091,Uggiano la Chiesa,32,43
075091,Uggiano la Chiesa,33,39
075091,Uggiano la Chiesa,34,42
075091,Uggiano la Chiesa,35,34
075091,Uggiano la Chiesa,36,41
075091,Uggiano la Chiesa,37,47
075091,Uggiano la Chiesa,38,48
075091,Uggiano la Chiesa,39,46
075091,Uggiano la Chiesa,40,38
075091,Uggiano la Chiesa,41,39
075091,Uggiano la Chiesa,42,47
075091,Uggiano la Chiesa,43,47
075091,Uggiano la Chiesa,44,52
075091,Uggiano la Chiesa,45,64
075091,Uggiano la Chiesa,46,55
075091,Uggiano la Chiesa,47,65
075091,Uggiano la Chiesa,48,64
075091,Uggiano la Chiesa,49,62
075091,Uggiano la Chiesa,50,73
075091,Uggiano la Chiesa,51,65
075091,Uggiano la Chiesa,52,64
075091,Uggiano la Chiesa,53,73
075091,Uggiano la Chiesa,54,69
075091,Uggiano la Chiesa,55,69
075091,Uggiano la Chiesa,56,68
075091,Uggiano la Chiesa,57,85
075091,Uggiano la Chiesa,58,79
075091,Uggiano la Chiesa,59,70
075091,Uggiano la Chiesa,60,68
075091,Uggiano la Chiesa,61,70
075091,Uggiano la Chiesa,62,68
075091,Uggiano la Chiesa,63,70
075091,Uggiano la Chiesa,64,36
075091,Uggiano la Chiesa,65,69
075092,Veglie,18,152
075092,Veglie,19,147
075092,Veglie,20,137
075092,Veglie,21,131
075092,Veglie,22,144
075092,Veglie,23,164
075092,Veglie,24,155
075092,Veglie,25,133
075092,Veglie,26,129
075092,Veglie,27,150
075092,Veglie,28,138
075092,Veglie,29,135
075092,Veglie,30,149
075092,Veglie,31,146
075092,Veglie,32,153
075092,Veglie,33,127
075092,Veglie,34,131
075092,Veglie,35,155
075092,Veglie,36,144
075092,Veglie,37,143
075092,Veglie,38,157
075092,Veglie,39,145
075092,Veglie,40,157
075092,Veglie,41,166
075092,Veglie,42,175
075092,Veglie,43,195
075092,Veglie,44,189
075092,Veglie,45,199
075092,Veglie,46,218
075092,Veglie,47,200
075092,Veglie,48,214
075092,Veglie,49,189
075092,Veglie,50,199
075092,Veglie,51,187
075092,Veglie,52,197
075092,Veglie,53,206
075092,Veglie,54,215
075092,Veglie,55,228
075092,Veglie,56,208
075092,Veglie,57,206
075092,Veglie,58,203
075092,Veglie,59,169
075092,Veglie,60,198
075092,Veglie,61,172
075092,Veglie,62,198
075092,Veglie,63,186
075092,Veglie,64,152
075092,Veglie,65,184
075093,Vernole,18,56
075093,Vernole,19,69
075093,Vernole,20,55
075093,Vernole,21,71
075093,Vernole,22,73
075093,Vernole,23,68
075093,Vernole,24,61
075093,Vernole,25,59
075093,Vernole,26,71
075093,Vernole,27,46
075093,Vernole,28,37
075093,Vernole,29,81
075093,Vernole,30,75
075093,Vernole,31,62
075093,Vernole,32,59
075093,Vernole,33,61
075093,Vernole,34,67
075093,Vernole,35,60
075093,Vernole,36,73
075093,Vernole,37,81
075093,Vernole,38,79
075093,Vernole,39,79
075093,Vernole,40,77
075093,Vernole,41,65
075093,Vernole,42,103
075093,Vernole,43,84
075093,Vernole,44,96
075093,Vernole,45,95
075093,Vernole,46,94
075093,Vernole,47,114
075093,Vernole,48,120
075093,Vernole,49,103
075093,Vernole,50,85
075093,Vernole,51,116
075093,Vernole,52,101
075093,Vernole,53,110
075093,Vernole,54,97
075093,Vernole,55,104
075093,Vernole,56,94
075093,Vernole,57,89
075093,Vernole,58,104
075093,Vernole,59,117
075093,Vernole,60,101
075093,Vernole,61,95
075093,Vernole,62,122
075093,Vernole,63,97
075093,Vernole,64,99
075093,Vernole,65,127
074020,Villa Castelli,18,113
074020,Villa Castelli,19,91
074020,Villa Castelli,20,98
074020,Villa Castelli,21,107
074020,Villa Castelli,22,97
074020,Villa Castelli,23,95
074020,Villa Castelli,24,77
074020,Villa Castelli,25,105
074020,Villa Castelli,26,103
074020,Villa Castelli,27,98
074020,Villa Castelli,28,109
074020,Villa Castelli,29,101
074020,Villa Castelli,30,114
074020,Villa Castelli,31,129
074020,Villa Castelli,32,104
074020,Villa Castelli,33,110
074020,Villa Castelli,34,125
074020,Villa Castelli,35,133
074020,Villa Castelli,36,115
074020,Villa Castelli,37,124
074020,Villa Castelli,38,114
074020,Villa Castelli,39,129
074020,Villa Castelli,40,139
074020,Villa Castelli,41,131
074020,Villa Castelli,42,141
074020,Villa Castelli,43,127
074020,Villa Castelli,44,134
074020,Villa Castelli,45,141
074020,Villa Castelli,46,133
074020,Villa Castelli,47,138
074020,Villa Castelli,48,124
074020,Villa Castelli,49,125
074020,Villa Castelli,50,133
074020,Villa Castelli,51,115
074020,Villa Castelli,52,119
074020,Villa Castelli,53,141
074020,Villa Castelli,54,123
074020,Villa Castelli,55,117
074020,Villa Castelli,56,113
074020,Villa Castelli,57,129
074020,Villa Castelli,58,129
074020,Villa Castelli,59,125
074020,Villa Castelli,60,122
074020,Villa Castelli,61,150
074020,Villa Castelli,62,130
074020,Villa Castelli,63,136
074020,Villa Castelli,64,125
074020,Villa Castelli,65,117
075094,Zollino,18,17
075094,Zollino,19,17
075094,Zollino,20,15
075094,Zollino,21,21
075094,Zollino,22,16
075094,Zollino,23,14
075094,Zollino,24,15
075094,Zollino,25,18
075094,Zollino,26,14
075094,Zollino,27,24
075094,Zollino,28,22
075094,Zollino,29,17
075094,Zollino,30,21
075094,Zollino,31,16
075094,Zollino,32,25
075094,Zollino,33,25
075094,Zollino,34,24
075094,Zollino,35,18
075094,Zollino,36,28
075094,Zollino,37,17
075094,Zollino,38,25
075094,Zollino,39,21
075094,Zollino,40,16
075094,Zollino,41,20
075094,Zollino,42,19
075094,Zollino,43,22
075094,Zollino,44,22
075094,Zollino,45,17
075094,Zollino,46,26
075094,Zollino,47,32
075094,Zollino,48,23
075094,Zollino,49,31
075094,Zollino,50,28
075094,Zollino,51,23
075094,Zollino,52,33
075094,Zollino,53,23
075094,Zollino,54,41
075094,Zollino,55,18
075094,Zollino,56,29
075094,Zollino,57,44
075094,Zollino,58,34
075094,Zollino,59,26
075094,Zollino,60,24
075094,Zollino,61,35
075094,Zollino,62,31
075094,Zollino,63,30
075094,Zollino,64,26
075094,Zollino,65,39
